Query	Query_name	Query_accession	Target_name	Target_accession	Evalue	score	bias	dom_Evalue	dom_score	dom_bias	exp	reg	clu	ov	env	dom	rep	inc	start	end	strand	misc
GD2017-2_urea	GD2017-2_urea_127	-	VOG52259	-	1.1e-77	261.4	16.6	4.7e-53	180.0	11.4	2.1	1	1	1	2	2	2	2	121989	123152	1	ID=1_127;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.403
GD2017-2_urea	GD2017-2_urea_35	-	VOG52259	-	8.3e-76	255.2	18.0	8.2e-43	146.2	1.9	2.0	1	1	1	2	2	2	2	29917	30783	-1	ID=1_35;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=5bp;gc_cont=0.383
Pithovirus_LCDPAC01.fna|MK500287.1	Pithovirus_LCDPAC01.fna|MK500287.1_4	-	VOG52259	-	3.9e-57	193.5	0.0	1.4e-29	102.4	0.0	2.0	1	1	1	2	2	2	2	2290	3030	1	ID=3_4;partial=00;start_type=TTG;rbs_motif=AAAAA;rbs_spacer=13bp;gc_cont=0.377
Tupanvirus_soda_lake	Tupanvirus_soda_lake_967	-	VOG52259	-	9.6e-56	188.9	19.9	1.4e-32	112.3	9.1	3.0	1	1	1	2	2	2	2	1122578	1123606	-1	ID=1_967;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
Hydrivirus	Hydrivirus_461	-	VOG52259	-	8.2e-48	162.7	16.3	1.1e-47	162.3	16.3	1.1	1	0	0	1	1	1	1	472306	473661	1	ID=1_461;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.313
Pithovirus_LCDPAC01.fna|MK500278.1	Pithovirus_LCDPAC01.fna|MK500278.1_7	-	VOG52259	-	1.5e-45	155.2	0.0	5.2e-23	80.7	0.0	2.0	1	1	1	2	2	2	2	6288	7217	1	ID=11_7;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=12bp;gc_cont=0.366
GD2017-2_urea	GD2017-2_urea_130	-	VOG52259	-	9.6e-42	142.6	16.8	1e-41	142.5	16.8	1.0	1	0	0	1	1	1	1	125879	126178	1	ID=1_130;partial=00;start_type=GTG;rbs_motif=ATTTA;rbs_spacer=6bp;gc_cont=0.407
Pithovirus_LCDPAC01.fna|MK500278.1	Pithovirus_LCDPAC01.fna|MK500278.1_3	-	VOG52259	-	4.8e-40	137.0	0.0	6.6e-34	116.7	0.0	2.0	1	1	1	2	2	2	2	3081	4322	1	ID=11_3;partial=00;start_type=ATG;rbs_motif=AAAAAA;rbs_spacer=14bp;gc_cont=0.351
GD2017-2_urea	GD2017-2_urea_126	-	VOG52259	-	3.3e-38	130.9	7.4	7.5e-38	129.8	7.4	1.4	1	1	0	1	1	1	1	120912	121928	1	ID=1_126;partial=00;start_type=ATG;rbs_motif=TTTTTT;rbs_spacer=15bp;gc_cont=0.523
Pithovirus_LCDPAC01.fna|MK500280.1	Pithovirus_LCDPAC01.fna|MK500280.1_20	-	VOG52259	-	2.1e-35	121.7	0.0	6.5e-17	60.5	0.0	2.0	1	1	1	2	2	2	2	16447	17667	1	ID=9_20;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=8bp;gc_cont=0.377
Pithovirus_LCDPAC01.fna|MK500280.1	Pithovirus_LCDPAC01.fna|MK500280.1_19	-	VOG52259	-	3.8e-34	117.5	0.0	4.8e-17	61.0	0.0	2.8	1	1	1	2	2	2	2	14874	16382	1	ID=9_19;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=14bp;gc_cont=0.364
Pithovirus_LCDPAC01.fna|MK500279.1	Pithovirus_LCDPAC01.fna|MK500279.1_11	-	VOG52259	-	4.7e-34	117.2	0.0	4.2e-18	64.5	0.0	2.0	1	1	1	2	2	2	2	4556	5389	-1	ID=10_11;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.371
Pithovirus_LCDPAC01.fna|MK500283.1	Pithovirus_LCDPAC01.fna|MK500283.1_3	-	VOG52259	-	5.4e-31	107.1	0.0	2.4e-30	104.9	0.0	1.8	1	1	0	1	1	1	1	1911	2885	1	ID=6_3;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.353
Pithovirus_LCDPAC01.fna|MK500287.1	Pithovirus_LCDPAC01.fna|MK500287.1_3	-	VOG52259	-	7.8e-31	106.5	0.0	3.9e-20	71.2	0.0	2.4	1	1	1	2	2	2	2	1082	2197	1	ID=3_3;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=11bp;gc_cont=0.340
GD2017-2_urea	GD2017-2_urea_133	-	VOG52259	-	1.4e-30	105.7	10.3	1.7e-30	105.4	10.3	1.3	1	1	0	1	1	1	1	128394	129080	1	ID=1_133;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=5bp;gc_cont=0.392
GD2017-2_urea	GD2017-2_urea_37	-	VOG52259	-	3.8e-27	94.4	11.2	4.9e-27	94.0	11.2	1.0	1	0	0	1	1	1	1	32204	32629	-1	ID=1_37;partial=00;start_type=GTG;rbs_motif=TTTT;rbs_spacer=11bp;gc_cont=0.352
Pithovirus_LCDPAC01.fna|MK500287.1	Pithovirus_LCDPAC01.fna|MK500287.1_11	-	VOG52259	-	1.3e-23	82.7	0.0	2.1e-23	82.0	0.0	1.3	1	0	0	1	1	1	1	7501	8346	1	ID=3_11;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.378
Faustovirus_ST1	Faustovirus_ST1_67	-	VOG52259	-	1.4e-21	75.9	0.3	1.5e-18	65.9	1.7	2.0	1	1	0	2	2	2	1	75675	76667	1	ID=1_67;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=6bp;gc_cont=0.384
Pithovirus_LCDPAC01.fna|MK500279.1	Pithovirus_LCDPAC01.fna|MK500279.1_42	-	VOG52259	-	1.9e-21	75.5	0.0	2.7e-21	75.0	0.0	1.2	1	0	0	1	1	1	1	27352	27963	1	ID=10_42;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.343
SRVP_07252022_550855_L	SRVP_07252022_550855_L_155	-	VOG52259	-	7.5e-21	73.5	0.3	1.1e-11	43.2	0.0	2.4	1	1	0	2	2	2	2	155353	157026	1	ID=1_155;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.355
GD2017_2_strous	GD2017_2_strous_528	-	VOG52259	-	1.9e-20	72.2	0.1	2.4e-20	71.9	0.1	1.1	1	0	0	1	1	1	1	559779	560936	1	ID=1_528;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.293
Pithovirus_LCDPAC01.fna|MK500283.1	Pithovirus_LCDPAC01.fna|MK500283.1_1	-	VOG52259	-	2.8e-19	68.3	0.0	3.6e-19	68.0	0.0	1.1	1	0	0	1	1	1	1	328	1257	1	ID=6_1;partial=00;start_type=ATG;rbs_motif=AAAAAA;rbs_spacer=10bp;gc_cont=0.347
GD2017_2_strous	GD2017_2_strous_196	-	VOG52259	-	4.9e-19	67.6	0.5	7.7e-18	63.6	0.1	2.5	2	1	0	2	2	2	1	190856	192787	1	ID=1_196;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;gc_cont=0.266
Tupanvirus_soda_lake	Tupanvirus_soda_lake_907	-	VOG52259	-	4.3e-18	64.4	6.0	5.3e-18	64.1	6.0	1.1	1	0	0	1	1	1	1	1056884	1057750	1	ID=1_907;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.275
GD2017_2_strous	GD2017_2_strous_347	-	VOG52259	-	4.4e-18	64.4	0.4	5.3e-18	64.1	0.4	1.0	1	0	0	1	1	1	1	364233	364970	1	ID=1_347;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=15bp;gc_cont=0.276
Tupanvirus_soda_lake	Tupanvirus_soda_lake_612	-	VOG52259	-	2.8e-17	61.8	0.3	3.8e-17	61.3	0.3	1.2	1	0	0	1	1	1	1	726077	727234	-1	ID=1_612;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.271
Tupanvirus_soda_lake	Tupanvirus_soda_lake_790	-	VOG52259	-	6.8e-17	60.5	0.1	8.4e-17	60.2	0.1	1.1	1	0	0	1	1	1	1	918587	919240	-1	ID=1_790;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.281
bjp_ig5181	bjp_ig5181_42	-	VOG52259	-	8.9e-17	60.1	24.7	1.8e-16	59.1	24.7	1.4	1	1	0	1	1	1	1	29714	30952	-1	ID=1_42;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.559
Tupanvirus_soda_lake	Tupanvirus_soda_lake_928	-	VOG52259	-	2.9e-16	58.4	0.2	1.3e-08	33.1	0.0	2.7	2	1	1	3	3	3	2	1084331	1086262	-1	ID=1_928;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=6bp;gc_cont=0.247
GD2017_2_strous	GD2017_2_strous_220	-	VOG52259	-	7.1e-16	57.1	10.9	9.5e-16	56.7	10.9	1.1	1	0	0	1	1	1	1	220852	221706	-1	ID=1_220;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.295
SRVP_07252022_550855_L	SRVP_07252022_550855_L_197	-	VOG52259	-	9.8e-16	56.6	24.6	2.8e-15	55.2	24.9	1.5	1	1	0	1	1	1	1	203083	204192	-1	ID=1_197;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=8bp;gc_cont=0.470
SRVP_07252022_550855_L	SRVP_07252022_550855_L_306	-	VOG52259	-	1.9e-15	55.7	0.0	4.1e-15	54.6	0.0	1.4	1	1	0	1	1	1	1	318663	319439	1	ID=1_306;partial=00;start_type=ATG;rbs_motif=TATAT;rbs_spacer=9bp;gc_cont=0.349
SRVP_07252022_550855_L	SRVP_07252022_550855_L_41	-	VOG52259	-	2e-15	55.6	15.9	1.3e-09	36.4	1.0	2.1	1	1	1	2	2	2	2	37676	38974	-1	ID=1_41;partial=00;start_type=ATG;rbs_motif=TATAAA;rbs_spacer=9bp;gc_cont=0.446
Faustovirus_ST1	Faustovirus_ST1_265	-	VOG52259	-	3.7e-15	54.7	4.4	2e-11	42.4	0.7	2.1	2	0	0	2	2	2	2	259996	261471	-1	ID=1_265;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=12bp;gc_cont=0.406
Pithovirus_LCDPAC01.fna|MK500285.1	Pithovirus_LCDPAC01.fna|MK500285.1_6	-	VOG52259	-	2.8e-14	51.8	0.0	2.8e-14	51.8	0.0	1.0	1	0	0	1	1	1	1	5623	5889	-1	ID=4_6;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.348
SRVP_07252022_550855_L	SRVP_07252022_550855_L_201	-	VOG52259	-	1.3e-13	49.6	21.3	1.1e-07	30.0	1.9	1.8	1	1	1	2	2	2	2	208082	209110	-1	ID=1_201;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=8bp;gc_cont=0.473
bjp_ig5181	bjp_ig5181_6	-	VOG52259	-	4.6e-13	47.8	12.2	6e-07	27.6	6.0	2.1	2	0	0	2	2	2	2	4464	5540	-1	ID=1_6;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=11bp;gc_cont=0.504
SRVP_07252022_550855_L	SRVP_07252022_550855_L_46	-	VOG52259	-	8.5e-13	46.9	3.0	1e-12	46.7	3.0	1.0	1	0	0	1	1	1	1	43415	44119	-1	ID=1_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.542
SSJD_D22_6_30_4_contig_2	SSJD_D22_6_30_4_contig_2_122	-	VOG52259	-	2.4e-12	45.4	4.5	2.7e-12	45.2	4.5	1.1	1	0	0	1	1	1	1	97204	97713	1	ID=2_122;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
GD2017_2_strous	GD2017_2_strous_1090	-	VOG52259	-	6.8e-12	43.9	0.1	3.2e-06	25.2	0.0	2.3	1	1	1	2	2	2	2	1203306	1204328	1	ID=1_1090;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=11bp;gc_cont=0.277
SRVP_07252022_550855_L	SRVP_07252022_550855_L_153	-	VOG52259	-	8.1e-12	43.7	0.0	3.4e-11	41.6	0.0	2.0	1	1	0	1	1	1	1	152049	153731	1	ID=1_153;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=5bp;gc_cont=0.315
Tupanvirus_soda_lake	Tupanvirus_soda_lake_262	-	VOG52259	-	9.5e-12	43.5	0.3	1.4e-11	42.9	0.3	1.3	1	0	0	1	1	1	1	271938	273101	-1	ID=1_262;partial=00;start_type=ATG;rbs_motif=ATTTA;rbs_spacer=10bp;gc_cont=0.298
bjp_ig5181	bjp_ig5181_66	-	VOG52259	-	1e-11	43.4	13.8	4.1e-09	34.8	2.0	2.8	1	1	1	2	2	2	2	49925	51106	1	ID=1_66;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=9bp;gc_cont=0.554
bjp_ig5181	bjp_ig5181_351	-	VOG52259	-	2.1e-11	42.3	10.1	2.8e-11	41.9	10.1	1.1	1	0	0	1	1	1	1	366246	367361	1	ID=1_351;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.506
GD2017_2_strous	GD2017_2_strous_989	-	VOG52259	-	2.6e-11	42.0	0.0	5.4e-11	41.0	0.0	1.3	1	1	0	1	1	1	1	1106977	1107861	1	ID=1_989;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.286
bjp_ig5181	bjp_ig5181_313	-	VOG52259	-	2.7e-11	42.0	2.2	3.4e-11	41.6	2.2	1.1	1	0	0	1	1	1	1	333770	334603	-1	ID=1_313;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=15bp;gc_cont=0.504
GD2017_2_strous	GD2017_2_strous_848	-	VOG52259	-	3.4e-11	41.6	1.4	4.1e-11	41.3	1.4	1.0	1	0	0	1	1	1	1	951777	952406	1	ID=1_848;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.286
SRVP_07252022_550855_L	SRVP_07252022_550855_L_154	-	VOG52259	-	5.4e-11	41.0	0.8	3.1e-10	38.5	0.7	1.8	1	1	0	1	1	1	1	154014	155270	1	ID=1_154;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=11bp;gc_cont=0.355
GD2017_2_strous	GD2017_2_strous_905	-	VOG52259	-	7.6e-11	40.5	0.0	1.8e-10	39.2	0.0	1.5	1	1	0	1	1	1	1	1012680	1013846	1	ID=1_905;partial=00;start_type=ATG;rbs_motif=ATTTA;rbs_spacer=11bp;gc_cont=0.306
Tupanvirus_soda_lake	Tupanvirus_soda_lake_715	-	VOG52259	-	8.3e-11	40.3	0.0	1.1e-10	40.0	0.0	1.2	1	0	0	1	1	1	1	829632	830429	1	ID=1_715;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.288
Tupanvirus_soda_lake	Tupanvirus_soda_lake_311	-	VOG52259	-	8.5e-11	40.3	1.1	9.6e-11	40.1	1.1	1.0	1	0	0	1	1	1	1	334609	335217	-1	ID=1_311;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.269
SRVP_07252022_550855_L	SRVP_07252022_550855_L_319	-	VOG52461	-	4.2e-36	123.5	0.1	5e-36	123.2	0.1	1.0	1	0	0	1	1	1	1	336374	337066	1	ID=1_319;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=6bp;gc_cont=0.368
Hydrivirus	Hydrivirus_1330	-	VOG52461	-	4.2e-34	117.0	0.1	5.3e-34	116.6	0.1	1.1	1	0	0	1	1	1	1	1351922	1352797	-1	ID=1_1330;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.336
2019_SCN_bioreactor	2019_SCN_bioreactor_173	-	VOG52461	-	6.8e-34	116.3	1.1	8.6e-34	115.9	1.1	1.0	1	0	0	1	1	1	1	208452	209174	-1	ID=1_173;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=15bp;gc_cont=0.357
Pithovirus_LCDPAC01.fna|MK500284.1	Pithovirus_LCDPAC01.fna|MK500284.1_17	-	VOG52461	-	8.9e-32	109.4	1.8	1.3e-31	108.9	1.8	1.2	1	0	0	1	1	1	1	14323	15000	1	ID=5_17;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.336
Hydrivirus	Hydrivirus_131	-	VOG52461	-	9.9e-29	99.4	2.2	1.6e-26	92.2	0.1	2.0	1	1	1	2	2	2	2	140027	140629	1	ID=1_131;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=14bp;gc_cont=0.348
DRTY6	DRTY6_174	-	VOG52461	-	5.7e-28	96.9	0.0	7.8e-28	96.5	0.0	1.1	1	0	0	1	1	1	1	162142	162828	-1	ID=1_174;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.521
Hydrivirus	Hydrivirus_1477	-	VOG52461	-	5.5e-16	57.8	0.0	8.2e-16	57.3	0.0	1.2	1	0	0	1	1	1	1	1510301	1510876	-1	ID=1_1477;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=12bp;gc_cont=0.359
Hydrivirus	Hydrivirus_318	-	VOG52881	-	5.4e-19	67.4	0.0	1.6e-15	55.9	0.0	2.6	2	1	0	2	2	2	2	330963	332474	1	ID=1_318;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.328
GD2017_2_strous	GD2017_2_strous_838	-	VOG52881	-	1.6e-12	46.0	0.0	2.2e-12	45.6	0.0	1.1	1	0	0	1	1	1	1	937794	939209	-1	ID=1_838;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=8bp;gc_cont=0.326
Tupanvirus_soda_lake	Tupanvirus_soda_lake_785	-	VOG52903	-	0	1377.3	51.2	0	1377.1	51.2	1.0	1	0	0	1	1	1	1	912869	915343	1	ID=1_785;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.304
GD2017_2_strous	GD2017_2_strous_352	-	VOG52903	-	0	1321.1	50.6	0	1320.9	50.6	1.0	1	0	0	1	1	1	1	368202	370676	-1	ID=1_352;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=10bp;gc_cont=0.311
GD2017_2_strous	GD2017_2_strous_268	-	VOG52903	-	4.1e-61	206.2	13.3	4.1e-61	206.2	13.3	2.7	2	1	1	3	3	3	1	268122	269969	-1	ID=1_268;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.300
Tupanvirus_soda_lake	Tupanvirus_soda_lake_862	-	VOG52903	-	3.9e-58	196.4	18.3	3.9e-58	196.4	18.3	2.6	2	1	1	3	3	3	1	1008293	1010137	1	ID=1_862;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;gc_cont=0.288
Hydrivirus	Hydrivirus_541	-	VOG52903	-	5.1e-53	179.5	1.6	7e-53	179.0	1.6	1.1	1	0	0	1	1	1	1	549742	551577	1	ID=1_541;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.357
ALT_072018_38_16	ALT_072018_38_16_52	-	VOG52903	-	3.1e-29	100.8	0.1	4.4e-29	100.3	0.1	1.1	1	0	0	1	1	1	1	58553	60187	-1	ID=1_52;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=8bp;gc_cont=0.434
Hydrivirus	Hydrivirus_930	-	VOG52903	-	1.1e-17	62.6	0.0	1.7e-17	61.9	0.0	1.3	1	1	0	1	1	1	1	963027	963491	-1	ID=1_930;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.368
Hydrivirus	Hydrivirus_929	-	VOG52903	-	1.2e-17	62.5	0.0	1.2e-17	62.5	0.0	1.2	1	0	0	1	1	1	1	962478	963026	-1	ID=1_929;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.357
Tupanvirus_soda_lake	Tupanvirus_soda_lake_564	-	VOG53056	-	2.8e-19	67.6	31.7	2.8e-14	51.1	16.9	2.5	2	0	0	2	2	2	2	668186	671743	1	ID=1_564;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.286
GD2017_2_strous	GD2017_2_strous_585	-	VOG53056	-	4.7e-19	66.9	29.5	5e-14	50.2	16.5	2.4	2	0	0	2	2	2	2	619678	623238	-1	ID=1_585;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.306
GD2017_2_strous	GD2017_2_strous_1106	-	VOG53125	-	5.6e-34	116.8	30.5	1e-07	30.3	0.6	7.8	1	1	6	7	7	7	7	1219560	1220999	1	ID=1_1106;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.328
2019_SCN_bioreactor	2019_SCN_bioreactor_445	-	VOG53151	-	7.8e-29	99.6	0.0	1.4e-28	98.8	0.0	1.3	1	0	0	1	1	1	1	506820	509999	-1	ID=1_445;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.375
Tupanvirus_soda_lake	Tupanvirus_soda_lake_564	-	VOG53151	-	2.4e-26	91.4	4.5	6e-25	86.9	4.4	2.4	1	1	0	1	1	1	1	668186	671743	1	ID=1_564;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.286
GD2017_2_strous	GD2017_2_strous_585	-	VOG53151	-	9e-25	86.3	2.9	2.1e-23	81.8	2.9	2.6	1	1	0	1	1	1	1	619678	623238	-1	ID=1_585;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.306
DRTY6	DRTY6_59	-	VOG53151	-	9e-23	79.7	0.0	2.2e-22	78.5	0.0	1.6	1	1	0	1	1	1	1	67719	70019	-1	ID=1_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.532
BML_coassembly	BML_coassembly_217	-	VOG53151	-	6e-21	73.7	1.3	1.4e-19	69.2	1.3	2.8	1	1	0	1	1	1	1	216674	220096	-1	ID=1_217;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.350
bjp_ig5181	bjp_ig5181_236	-	VOG53151	-	2e-20	72.0	0.0	1.4e-18	65.9	0.0	2.2	2	0	0	2	2	2	1	253023	255866	1	ID=1_236;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.534
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_311	-	VOG53151	-	6.6e-20	70.3	4.7	4.6e-19	67.5	4.7	2.3	1	1	0	1	1	1	1	278517	281831	-1	ID=1_311;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=3bp;gc_cont=0.255
AB_072018	AB_072018_131	-	VOG53151	-	4.8e-19	67.5	1.2	2.3e-17	61.9	1.2	3.1	1	1	0	1	1	1	1	165969	170081	1	ID=1_131;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=4bp;gc_cont=0.460
Pithovirus_LCDPAC01.fna|MK500283.1	Pithovirus_LCDPAC01.fna|MK500283.1_4	-	VOG53151	-	4.7e-18	64.2	1.5	1.4e-17	62.6	0.2	2.3	2	0	0	2	2	2	1	3666	6485	1	ID=6_4;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=7bp;gc_cont=0.344
Hydrivirus	Hydrivirus_1473	-	VOG53151	-	9.3e-18	63.2	0.0	1.8e-17	62.3	0.0	1.4	1	0	0	1	1	1	1	1502664	1506965	-1	ID=1_1473;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.376
Faustovirus_ST1	Faustovirus_ST1_342	-	VOG53151	-	1.9e-17	62.2	0.0	5e-17	60.8	0.0	1.7	1	0	0	1	1	1	1	338247	340931	-1	ID=1_342;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.385
Pacmanvirus_A23	Pacmanvirus_A23_309	-	VOG53151	-	2.1e-17	62.1	0.1	6.2e-17	60.5	0.1	1.7	1	1	0	1	1	1	1	259972	262797	-1	ID=1_309;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=13bp;gc_cont=0.358
SRVP_07252022_550855_L	SRVP_07252022_550855_L_248	-	VOG53151	-	2.8e-17	61.7	0.3	7.3e-17	60.3	0.3	1.6	1	1	0	1	1	1	1	257771	261580	1	ID=1_248;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=4bp;gc_cont=0.389
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_90	-	VOG53151	-	6.5e-17	60.5	6.4	6.5e-17	60.5	6.4	3.0	2	1	0	2	2	2	1	73274	75943	1	ID=1_90;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=10bp;gc_cont=0.301
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_428	-	VOG53176	-	2.3e-17	62.3	0.8	3.6e-17	61.7	0.8	1.2	1	0	0	1	1	1	1	338446	339030	-1	ID=1_428;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.407
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_14	-	VOG53176	-	4.8e-12	45.1	1.0	4.8e-12	45.1	1.0	2.6	2	0	0	2	2	2	1	6791	9904	-1	ID=1_14;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.380
GD2017-2_urea	GD2017-2_urea_189	-	VOG53176	-	4.4e-11	42.0	0.0	6.9e-11	41.4	0.0	1.2	1	0	0	1	1	1	1	187822	188337	-1	ID=1_189;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=3bp;gc_cont=0.351
GD2017_2_strous	GD2017_2_strous_230	-	VOG53353	-	2.6e-174	577.7	0.9	4.4e-174	577.0	0.9	1.3	1	0	0	1	1	1	1	227575	231186	-1	ID=1_230;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=9bp;gc_cont=0.335
Tupanvirus_soda_lake	Tupanvirus_soda_lake_895	-	VOG53353	-	6.6e-159	527.1	2.2	7.1e-152	504.0	1.3	2.2	2	0	0	2	2	2	2	1046908	1049130	1	ID=1_895;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.348
BML_coassembly	BML_coassembly_205	-	VOG53353	-	2.8e-101	337.7	1.3	4.8e-101	336.9	1.3	1.3	1	0	0	1	1	1	1	205088	208645	1	ID=1_205;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=12bp;gc_cont=0.356
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_297	-	VOG53353	-	2.5e-98	328.0	1.6	4.6e-98	327.1	1.6	1.3	1	0	0	1	1	1	1	262935	267707	1	ID=1_297;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=12bp;gc_cont=0.264
AB_072018	AB_072018_146	-	VOG53353	-	1e-96	322.7	1.3	2e-96	321.7	1.3	1.4	1	0	0	1	1	1	1	185313	189149	-1	ID=1_146;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=11bp;gc_cont=0.465
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_100	-	VOG53353	-	1.9e-96	321.8	1.6	2.9e-96	321.2	1.6	1.2	1	0	0	1	1	1	1	80047	83541	-1	ID=1_100;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.317
