GVOG	num_species_with_GVOG	consensus_NOG	nog_category_abbr	nog_category	nog_description	proteins_with_plurality_NOG_annotation	consensus_pfam	pfam_desc	prots_with_plurality_pfam_annotation	proteins_in_GVOG
GVOG19551	2	KOG0542	U	Intracellular trafficking, secretion, and vesicular transport	exonuclease activity	2	PF00929	RNase_H; RNase_T; Exonuclease	2	2
GVOG19552	4	KOG0542	U	Intracellular trafficking, secretion, and vesicular transport	exonuclease activity	4	PF00929	RNase_H; RNase_T; Exonuclease	4	4
GVOG19553	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19554	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19555	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00856	; SET; SET domain	2	2
GVOG19556	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19557	2	KOG1153	O	Post-translational modification, protein turnover, and chaperones	serine-type endopeptidase activity	2	PF00082	; Peptidase_S8; Subtilase family	2	2
GVOG19558	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	3	3
GVOG19559	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19560	2	2RZCC	S	Function unknown	unknown	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19561	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG19562	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG19563	4	2SA56	S	Function unknown	Ankyrin repeats (3 copies)	4	no_annot	no_annot	4	4
GVOG19564	4	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	4	4
GVOG19565	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19566	3	2SFPK	S	Function unknown	Ubiquitin homologues	3	PF00240	Ubiquitin; ubiquitin; Ubiquitin family	3	3
GVOG19567	3	KOG2715	J	Translation, ribosomal structure and biogenesis	protein homooligomerization	2	PF12436	Ubiquitin; USP7_ICP0_bdg; ICP0-binding domain of Ubiquitin-specific protease 7	3	3
GVOG19568	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19569	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19570	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF02493	MORN; MORN; MORN repeat	2	2
GVOG19571	3	2RF76	S	Function unknown	unknown	3	no_annot	no_annot	3	3
GVOG19572	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF02493	MORN; MORN; MORN repeat	2	2
GVOG19573	3	2SA56	S	Function unknown	Ankyrin repeats (3 copies)	2	PF13637	Ank; Ank_4; Ankyrin repeats (many copies)	2	3
GVOG19574	3	KOG3962	O	Post-translational modification, protein turnover, and chaperones	actin filament binding	2	PF06229	Trefoil; FRG1; FRG1-like domain	2	3
GVOG19575	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19576	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19577	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19578	4	KOG2723	P	Inorganic ion transport and metabolism	protein homooligomerization	4	PF12436	Ubiquitin; USP7_ICP0_bdg; ICP0-binding domain of Ubiquitin-specific protease 7	4	4
GVOG19579	2	2SPFS	S	Function unknown	unknown	2	PF13637	Ank; Ank_4; Ankyrin repeats (many copies)	2	2
GVOG19580	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	PF06229	Trefoil; FRG1; FRG1-like domain	6	6
GVOG19581	25	KOG2681	H	Coenzyme transport and metabolism	dGTPase activity	24	PF01966	HD_PDEase; HD; HD domain	25	25
GVOG19582	4	2SGBS	S	Function unknown	Domain of unknown function (DUF4326)	4	PF14216	; DUF4326; Domain of unknown function (DUF4326)	3	4
GVOG19583	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19584	3	2RYI8	S	Function unknown	unknown	3	PF13637	Ank; Ank_4; Ankyrin repeats (many copies)	3	3
GVOG19585	2	2RYI8	S	Function unknown	unknown	2	PF13637	Ank; Ank_4; Ankyrin repeats (many copies)	2	2
GVOG19586	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF01391	; Collagen; Collagen triple helix repeat (20 copies)	3	4
GVOG19587	3	KOG0508	L	Replication, recombination and repair	EP4 subtype prostaglandin E2 receptor binding	2	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	3	3
GVOG19588	2	COG4642	M	Cell wall/membrane/envelope biogenesis	MORN repeat	2	PF02493	MORN; MORN; MORN repeat	2	2
GVOG19589	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19590	6	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	6	6
GVOG19591	6	KOG2621	O	Post-translational modification, protein turnover, and chaperones	regulation of acid-sensing ion channel activity	5	PF01145	SPFH; Band_7; SPFH domain / Band 7 family	6	6
GVOG19592	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	PF03767	HAD; Acid_phosphat_B; HAD superfamily, subfamily IIIB (Acid phosphatase)	3	4
GVOG19593	2	KOG0969	L	Replication, recombination and repair	DNA replication proofreading	3	PF00136	DNA_pol_B-like; DNA_pol_B; DNA polymerase family B	3	3
GVOG19594	2	2SBBB	S	Function unknown	Poxvirus Late Transcription Factor VLTF3 like	2	PF04947	; Pox_VLTF3; Poxvirus Late Transcription Factor VLTF3 like	2	2
GVOG19595	6	KOG4391	O	Post-translational modification, protein turnover, and chaperones	protein depalmitoylation	5	PF12146	AB_hydrolase; Hydrolase_4; Serine aminopeptidase, S33	5	6
GVOG19596	3	COG4642	M	Cell wall/membrane/envelope biogenesis	MORN repeat	2	PF02493	MORN; MORN; MORN repeat	3	3
GVOG19597	3	KOG0231	DZ	Cell cycle control, cell division, chromosome partitioning;Cytoskeleton	MORN repeat-containing protein	2	PF02493	MORN; MORN; MORN repeat	3	3
GVOG19598	4	KOG1724	O	Post-translational modification, protein turnover, and chaperones	modification-dependent protein catabolic process	4	no_consensus_PFAM	no_consensus_PFAM	2	4
GVOG19599	5	KOG0192	KLT	Transcription;Replication, recombination and repair;Signal transduction mechanisms	protein kinase activity	5	PF07714	PKinase; Pkinase_Tyr; Protein tyrosine kinase	5	5
GVOG19600	3	COG3040	M	Cell wall/membrane/envelope biogenesis	lipid binding	3	PF08212	Calycin; Lipocalin_2; Lipocalin-like domain	3	3
GVOG19601	2	33AUY	L	Replication, recombination and repair	HNH endonuclease domain protein	2	PF13392	His-Me_finger; HNH_3; HNH endonuclease	2	2
GVOG19602	3	KOG1550	T	Signal transduction mechanisms	ERAD pathway	3	no_consensus_PFAM	no_consensus_PFAM	1	3
GVOG19603	2	KOG1550	T	Signal transduction mechanisms	ERAD pathway	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19604	7	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	7	7
GVOG19605	5	2RTMZ	S	Function unknown	Polysaccharide pyruvyl transferase	5	PF04230	GT-B; PS_pyruv_trans; Polysaccharide pyruvyl transferase	5	5
GVOG19606	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19607	3	2RTMZ	S	Function unknown	Polysaccharide pyruvyl transferase	3	PF04230	GT-B; PS_pyruv_trans; Polysaccharide pyruvyl transferase	2	3
GVOG19608	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	4	4
GVOG19609	4	COG2404	S	Function unknown	hydrolase activity, acting on ester bonds	4	PF02272	; DHHA1; DHHA1 domain	4	4
GVOG19610	3	2S35J	S	Function unknown	Uncharacterized protein conserved in bacteria (DUF2263)	2	no_annot	no_annot	3	3
GVOG19611	7	KOG0622	E	Amino acid transport and metabolism	putrescine biosynthetic process from ornithine	7	PF02784	TIM_barrel; Orn_Arg_deC_N; Pyridoxal-dependent decarboxylase, pyridoxal binding domain	7	7
GVOG19612	2	COG5164	K	Transcription	cell wall organization	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19613	26	arCOG01373	M	Cell wall/membrane/envelope biogenesis	Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose	14	PF16363	NADP_Rossmann; GDP_Man_Dehyd; GDP-mannose 4,6 dehydratase	16	26
GVOG19614	8	KOG0404	O	Post-translational modification, protein turnover, and chaperones	thioredoxin-disulfide reductase activity	8	PF07992	NADP_Rossmann; Pyr_redox_2; Pyridine nucleotide-disulphide oxidoreductase	8	8
GVOG19615	27	KOG1642	O	Post-translational modification, protein turnover, and chaperones	ribonuclease T2 activity	27	PF00445	; Ribonuclease_T2; Ribonuclease T2 family	27	27
GVOG19616	5	arCOG03164	L	Replication, recombination and repair	TIGRFAM DNA binding domain, excisionase family	4	PF00239	; Resolvase; Resolvase, N terminal domain	4	5
GVOG19617	7	KOG1238	E	Amino acid transport and metabolism	flavin adenine dinucleotide binding	7	PF00732	NADP_Rossmann; GMC_oxred_N; GMC oxidoreductase	7	7
GVOG19618	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19619	2	KOG2004	O	Post-translational modification, protein turnover, and chaperones	ATP-dependent serine protease that mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides as well as certain short-lived regulatory proteins in the mitochondrial matrix. May also have a chaperone function in the assembly of inner membrane protein complexes. Participates in the regulation of mitochondrial gene expression and in the maintenance of the integrity of the mitochondrial genome. Binds to mitochondrial	2	PF05362	S5; Lon_C; Lon protease (S16) C-terminal proteolytic domain	2	2
GVOG19620	5	2SG82	S	Function unknown	Cytochrome b5-like Heme/Steroid binding domain	4	PF00173	; Cyt-b5; Cytochrome b5-like Heme/Steroid binding domain	4	5
GVOG19621	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19622	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19623	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19624	3	KOG0001	O	Post-translational modification, protein turnover, and chaperones	cellular macromolecule catabolic process	2	PF00240	Ubiquitin; ubiquitin; Ubiquitin family	3	3
GVOG19625	4	KOG3218	K	Transcription	DNA-directed 5'-3' RNA polymerase activity	3	PF01191	; RNA_pol_Rpb5_C; RNA polymerase Rpb5, C-terminal domain	4	4
GVOG19626	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19627	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19628	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG19629	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19630	2	2SA56	S	Function unknown	Ankyrin repeats (3 copies)	2	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	2	2
GVOG19631	3	2SA56	S	Function unknown	Ankyrin repeats (3 copies)	2	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	2	3
GVOG19632	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19633	10	arCOG01367	M	Cell wall/membrane/envelope biogenesis	dTDP-4-dehydrorhamnose reductase	6	PF04321	NADP_Rossmann; RmlD_sub_bind; RmlD substrate binding domain	10	10
GVOG19634	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19635	2	arCOG02814	C	Energy production and conversion	cytochrome P450	2	PF00067	; p450; Cytochrome P450	2	2
GVOG19636	2	2QTNJ	S	Function unknown	positive regulation of autophagy of mitochondrion	2	PF12937	F-box; F-box-like; F-box-like	2	2
GVOG19637	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	2	2
GVOG19638	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19639	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19640	4	KOG0556	J	Translation, ribosomal structure and biogenesis	aspartyl-tRNA aminoacylation	4	PF00152	tRNA_synt_II; tRNA-synt_2; tRNA synthetases class II (D, K and N)	4	4
GVOG19641	3	KOG1404	E	Amino acid transport and metabolism	4-aminobutyrate:pyruvate transaminase activity	2	PF00202	PLP_aminotran; Aminotran_3; Aminotransferase class-III	3	3
GVOG19642	7	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	PF08484	NADP_Rossmann; Methyltransf_14; C-methyltransferase C-terminal domain	6	7
GVOG19643	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19644	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19645	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19646	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19647	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG19648	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	4	4
GVOG19649	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19650	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19651	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19652	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19653	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19654	3	2S6AX	S	Function unknown	unknown	2	no_annot	no_annot	3	3
GVOG19655	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19656	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19657	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19658	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19659	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19660	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19661	4	2SFFD	S	Function unknown	unknown	3	no_annot	no_annot	4	4
GVOG19662	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19663	21	no_annot	no_annot	no_annot	no_annot	17	no_annot	no_annot	22	22
GVOG19664	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19665	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00069	PKinase; Pkinase; Protein kinase domain	2	2
GVOG19666	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19667	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19668	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19669	6	no_annot	no_annot	no_annot	no_annot	5	PF08789	; PBCV_basic_adap; PBCV-specific basic adaptor domain	6	6
GVOG19670	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	3
GVOG19671	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19672	23	2S99F	S	Function unknown	unknown	23	no_annot	no_annot	21	23
GVOG19673	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19674	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19675	8	no_annot	no_annot	no_annot	no_annot	6	no_annot	no_annot	8	8
GVOG19676	2	2SCEZ	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG19677	4	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	4	4
GVOG19678	6	arCOG00279	F	Nucleotide transport and metabolism	Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine	6	PF02675	TBP-like; AdoMet_dc; S-adenosylmethionine decarboxylase	6	6
GVOG19679	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19680	6	KOG4628	O	Post-translational modification, protein turnover, and chaperones	protein modification by small protein conjugation or removal	4	PF13639	RING; zf-RING_2; Ring finger domain	6	6
GVOG19681	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19682	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19683	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19684	3	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG19685	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG19686	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG19687	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19688	5	32ZXX	S	Function unknown	unknown	5	no_annot	no_annot	5	5
GVOG19689	5	32ZXX	S	Function unknown	unknown	3	no_annot	no_annot	5	5
GVOG19690	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19691	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19692	2	2ZAA8	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG19693	10	no_annot	no_annot	no_annot	no_annot	11	no_annot	no_annot	11	11
GVOG19694	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00096	C2H2-zf; zf-C2H2; Zinc finger, C2H2 type	2	2
GVOG19695	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00497	PBP; SBP_bac_3; Bacterial extracellular solute-binding proteins, family 3	2	2
GVOG19696	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19697	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19698	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19699	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19700	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG19701	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19702	15	no_annot	no_annot	no_annot	no_annot	13	no_annot	no_annot	15	15
GVOG19703	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19704	2	no_annot	no_annot	no_annot	no_annot	2	PF13385	Concanavalin; Laminin_G_3; Concanavalin A-like lectin/glucanases superfamily	2	2
GVOG19705	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19706	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19707	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19708	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19709	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19710	3	arCOG06935	S	Function unknown	unknown	3	PF04916	NTN; Phospholip_B; Phospholipase B	3	3
GVOG19711	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG19712	3	2RTCQ	S	Function unknown	unknown	2	no_annot	no_annot	3	3
GVOG19713	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG19714	2	COG0670	M	Cell wall/membrane/envelope biogenesis	Belongs to the BI1 family	2	PF01027	Apoptosis-Inhib; Bax1-I; Inhibitor of apoptosis-promoting Bax1	2	2
GVOG19715	2	COG4934	O	Post-translational modification, protein turnover, and chaperones	collagen metabolic process	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19716	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	3	4
GVOG19717	2	2SY94	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG19718	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19719	15	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	7	PF13639	RING; zf-RING_2; Ring finger domain	13	15
GVOG19720	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19721	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF16778	Phage_tail; Phage_tail_APC; Phage tail assembly chaperone protein	2	2
GVOG19722	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG19723	5	no_annot	no_annot	no_annot	no_annot	5	no_annot	no_annot	5	5
GVOG19724	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_consensus_PFAM	no_consensus_PFAM	2	4
GVOG19725	3	32RIA	S	Function unknown	unknown	3	no_annot	no_annot	3	3
GVOG19726	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19727	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19728	4	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	4	4
GVOG19729	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00400	Beta_propeller; WD40; WD domain, G-beta repeat	2	2
GVOG19730	2	KOG4155	K	Transcription	positive regulation of histone H3-K79 methylation	2	PF12894	Beta_propeller; ANAPC4_WD40; Anaphase-promoting complex subunit 4 WD40 domain	2	2
GVOG19731	2	2QUKW	S	Function unknown	BTB/POZ domain	2	PF02214	POZ; BTB_2; BTB/POZ domain	2	2
GVOG19732	3	2ZS2M	S	Function unknown	Domain of unknown function (DUF4419)	2	PF14388	; DUF4419; Domain of unknown function (DUF4419)	3	3
GVOG19733	2	KOG0508	L	Replication, recombination and repair	EP4 subtype prostaglandin E2 receptor binding	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19734	2	2SA56	S	Function unknown	Ankyrin repeats (3 copies)	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19735	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19736	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	2	2
GVOG19737	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19738	4	COG3719	J	Translation, ribosomal structure and biogenesis	Belongs to the RNase T2 family	3	PF00445	; Ribonuclease_T2; Ribonuclease T2 family	4	4
GVOG19739	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19740	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG19741	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19742	2	no_annot	no_annot	no_annot	no_annot	2	PF14305	ATP-grasp; ATPgrasp_TupA; TupA-like ATPgrasp	2	2
GVOG19743	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19744	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19745	3	KOG2379	L	Replication, recombination and repair	3'-flap endonuclease activity	3	PF02732	PDDEXK; ERCC4; ERCC4 domain	3	3
GVOG19746	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19747	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF13920	RING; zf-C3HC4_3; Zinc finger, C3HC4 type (RING finger)	2	2
GVOG19748	3	33MP0	L	Replication, recombination and repair	Bsp6I restriction endonuclease	3	PF09504	PDDEXK; RE_Bsp6I; Bsp6I restriction endonuclease	3	3
GVOG19749	7	KOG1014	GOU	Carbohydrate transport and metabolism;Post-translational modification, protein turnover, and chaperones;Intracellular trafficking, secretion, and vesicular transport	3-oxo-behenoyl-CoA reductase activity	5	PF00106	NADP_Rossmann; adh_short; short chain dehydrogenase	7	7
GVOG19750	6	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	3	no_consensus_PFAM	no_consensus_PFAM	3	6
GVOG19751	14	arCOG01367	M	Cell wall/membrane/envelope biogenesis	dTDP-4-dehydrorhamnose reductase	12	PF04321	NADP_Rossmann; RmlD_sub_bind; RmlD substrate binding domain	14	14
GVOG19752	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	2	2
GVOG19753	2	KOG0472	L	Replication, recombination and repair	Leucine-rich repeats, outliers	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19754	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF18588	; WcbI; Polysaccharide biosynthesis enzyme WcbI	2	2
GVOG19755	2	33AUY	L	Replication, recombination and repair	HNH endonuclease domain protein	2	PF13392	His-Me_finger; HNH_3; HNH endonuclease	2	2
GVOG19756	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19757	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG19758	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19759	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG19760	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG19761	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
